LON,LAT,M
-118.3669,34.039,1.0
-118.3669,34.041,2.0
-118.3669,34.0724,1.0
-118.3669,34.0727,1.0
-118.3669,34.0743,6.0
-118.3669,34.0761,4.0
-118.3669,34.0782,3.0
-118.3669,34.0801,2.0
-118.3669,34.0815,4.0
-118.3669,34.0837,7.0
-118.3669,34.0838,1.0
-118.3669,34.0988,3.0
-118.3669,34.129,1.0
-118.3669,34.1331,2.0
-118.3669,34.1557,2.0
-118.3669,34.2177,2.0
-118.3669,34.2245,3.0
-118.3669,34.2326,1.0
-118.3669,34.2329,3.0
-118.3668,34.0258,18.0
-118.3668,34.0329,1.0
-118.3668,34.0369,2.0
-118.3668,34.0982,1.0
-118.3668,34.129,1.0
-118.3668,34.1371,3.0
-118.3668,34.1401,15.0
-118.3668,34.1406,8.0
-118.3668,34.1493,7.0
-118.3668,34.1542,1.0
-118.3668,34.1557,13.0
-118.3668,34.2324,1.0
-118.3668,34.2326,3.0
-118.3668,34.2757,8.0
-118.3668,34.2775,3.0
-118.3667,34.0285,4.0
-118.3667,34.0359,4.0
-118.3667,34.0371,5.0
-118.3667,34.051,8.0
-118.3667,34.0515,4.0
-118.3667,34.098,1.0
-118.3667,34.1147,3.0
-118.3667,34.1282,2.0
-118.3667,34.1315,3.0
-118.3667,34.2311,3.0
-118.3666,34.0474,10.0
-118.3666,34.0515,12.0
-118.3666,34.1171,1.0
-118.3666,34.1273,1.0
-118.3666,34.1468,2.0
-118.3666,34.154,1.0
-118.3666,34.1577,6.0
-118.3666,34.2066,1.0
-118.3666,34.2157,2.0
-118.3666,34.2239,7.0
-118.3666,34.23,7.0
-118.3666,34.2307,1.0
-118.3665,34.0371,1.0
-118.3665,34.0418,1.0
-118.3665,34.0761,6.0
-118.3665,34.0837,8.0
-118.3665,34.0855,1.0
-118.3665,34.1649,39.0
-118.3665,34.1667,10.0
-118.3665,34.2179,3.0
-118.3665,34.2214,1.0
-118.3665,34.2299,8.0
-118.3665,34.2399,4.0
-118.3664,34.034,3.0
-118.3664,34.0341,1.0
-118.3664,34.0379,2.0
-118.3664,34.0403,2.0
-118.3664,34.0625,2.0
-118.3664,34.0634,1.0
-118.3664,34.1226,1.0
-118.3664,34.1504,10.0
-118.3664,34.1513,3.0
-118.3664,34.1523,1.0
-118.3664,34.1649,1.0
-118.3664,34.1687,3.0
-118.3664,34.2029,30.0
-118.3664,34.2275,4.0
-118.3663,34.0605,2.0
-118.3663,34.1441,1.0
-118.3663,34.1467,4.0
-118.3663,34.1512,24.0
-118.3663,34.1794,10.0
-118.3663,34.2225,1.0
-118.3663,34.225,4.0
-118.3663,34.2287,13.0
-118.3663,34.2433,1.0
-118.3663,34.2638,1.0
-118.3662,34.0113,1.0
-118.3662,34.0261,2.0
-118.3662,34.0265,1.0
-118.3662,34.027,4.0
-118.3662,34.0531,1.0
-118.3662,34.0665,144.0
-118.3662,34.1313,4.0
-118.3662,34.1365,2.0
-118.3662,34.1383,18.0
-118.3662,34.1548,6.0
-118.3662,34.2225,7.0
-118.3662,34.228,2.0
-118.3662,34.2745,1.0
-118.3661,34.0184,2.0
-118.3661,34.027,1.0
-118.3661,34.0386,1.0
-118.3661,34.0387,2.0
-118.3661,34.0453,2.0
-118.3661,34.1313,2.0
-118.3661,34.1567,13.0
-118.3661,34.2397,16.0
-118.366,34.0261,8.0
-118.366,34.0292,3.0
-118.366,34.043,2.0
-118.366,34.0453,1.0
-118.366,34.0495,5.0
-118.366,34.0534,3.0
-118.366,34.0559,5.0
-118.366,34.0584,1.0
-118.366,34.1567,2.0
-118.366,34.1721,18.0
-118.366,34.174,5.0
-118.366,34.1758,3.0
-118.366,34.1794,2.0
-118.366,34.1812,6.0
-118.366,34.1831,1.0
-118.366,34.1849,3.0
-118.366,34.1867,12.0
-118.366,34.1903,5.0
-118.366,34.1922,17.0
-118.366,34.194,21.0
-118.366,34.2048,3.0
-118.366,34.2067,1.0
-118.366,34.2085,1.0
-118.366,34.2093,11.0
-118.366,34.2094,1.0
-118.366,34.2103,3.0
-118.366,34.2112,2.0
-118.366,34.2121,3.0
-118.366,34.2139,6.0
-118.366,34.2263,13.0
-118.366,34.2265,18.0
-118.3659,34.0216,2.0
-118.3659,34.0275,1.0
-118.3659,34.0414,2.0
-118.3659,34.0584,2.0
-118.3659,34.072,1.0
-118.3659,34.0721,20.0
-118.3659,34.0723,1.0
-118.3659,34.0726,3.0
-118.3659,34.0743,3.0
-118.3659,34.0761,13.0
-118.3659,34.0782,3.0
-118.3659,34.0801,4.0
-118.3659,34.0816,5.0
-118.3659,34.0837,11.0
-118.3659,34.0838,3.0
-118.3659,34.0842,1.0
-118.3659,34.0855,8.0
-118.3659,34.0871,2.0
-118.3659,34.0872,2.0
-118.3659,34.0887,1.0
-118.3659,34.1036,1.0
-118.3659,34.1037,3.0
-118.3659,34.1062,2.0
-118.3659,34.1079,1.0
-118.3659,34.1279,1.0
-118.3659,34.1387,26.0
-118.3659,34.1504,24.0
-118.3659,34.1577,18.0
-118.3659,34.159,3.0
-118.3659,34.1595,1.0
-118.3659,34.1597,1.0
-118.3659,34.1599,2.0
-118.3659,34.1608,5.0
-118.3659,34.1609,1.0
-118.3659,34.1613,6.0
-118.3659,34.1617,6.0
-118.3659,34.1618,1.0
-118.3659,34.1626,11.0
-118.3659,34.1627,1.0
-118.3659,34.1636,2.0
-118.3659,34.1649,19.0
-118.3659,34.1695,30.0
-118.3659,34.1794,1.0
-118.3659,34.1849,1.0
-118.3659,34.1867,2.0
-118.3659,34.1922,5.0
-118.3659,34.2032,2.0
-118.3659,34.2263,2.0
-118.3658,34.0299,2.0
-118.3658,34.0363,3.0
-118.3658,34.0364,1.0
-118.3658,34.0394,3.0
-118.3658,34.0395,1.0
-118.3658,34.0421,1.0
-118.3658,34.0712,1.0
-118.3658,34.0721,1.0
-118.3658,34.0761,6.0
-118.3658,34.103,2.0
-118.3658,34.1387,1.0
-118.3658,34.1425,5.0
-118.3658,34.1504,4.0
-118.3658,34.1523,5.0
-118.3658,34.2012,4.0
-118.3658,34.2022,1.0
-118.3658,34.2253,2.0
-118.3658,34.2254,1.0
-118.3658,34.2404,1.0
-118.3657,34.0151,7.0
-118.3657,34.0257,2.0
-118.3657,34.0634,3.0
-118.3657,34.098,34.0
-118.3657,34.1459,7.0
-118.3657,34.1513,4.0
-118.3657,34.154,1.0
-118.3657,34.1594,33.0
-118.3657,34.1687,2.0
-118.3657,34.2234,1.0
-118.3657,34.2249,16.0
-118.3657,34.2631,1.0
-118.3656,34.0167,2.0
-118.3656,34.0282,1.0
-118.3656,34.0315,2.0
-118.3656,34.0472,6.0
-118.3656,34.0508,2.0
-118.3656,34.0513,4.0
-118.3656,34.0584,3.0
-118.3656,34.0634,1.0
-118.3656,34.0728,60.0
-118.3656,34.098,3.0
-118.3656,34.0998,1.0
-118.3656,34.1135,3.0
-118.3656,34.2233,1.0
-118.3656,34.2235,15.0
-118.3656,34.2241,7.0
-118.3656,34.2342,1.0
-118.3656,34.2749,2.0
-118.3655,33.9821,1.0
-118.3655,33.9826,1.0
-118.3655,34.0339,2.0
-118.3655,34.0513,7.0
-118.3655,34.0518,1.0
-118.3655,34.0634,3.0
-118.3655,34.1019,2.0
-118.3655,34.102,1.0
-118.3655,34.154,2.0
-118.3655,34.17,6.0
-118.3654,34.0124,1.0
-118.3654,34.017,2.0
-118.3654,34.0339,2.0
-118.3654,34.0634,5.0
-118.3654,34.1002,1.0
-118.3654,34.1013,1.0
-118.3654,34.1129,2.0
-118.3654,34.1649,9.0
-118.3654,34.1667,3.0
-118.3654,34.1909,40.0
-118.3654,34.2157,1.0
-118.3654,34.2231,1.0
-118.3654,34.2561,1.0
-118.3653,34.0306,2.0
-118.3653,34.0376,1.0
-118.3653,34.0447,2.0
-118.3653,34.0634,4.0
-118.3653,34.098,1.0
-118.3653,34.0998,6.0
-118.3653,34.1044,1.0
-118.3653,34.1467,4.0
-118.3653,34.1468,1.0
-118.3653,34.1649,1.0
-118.3653,34.2287,8.0
-118.3653,34.236,1.0
-118.3652,34.0325,1.0
-118.3652,34.0411,1.0
-118.3652,34.0703,4.0
-118.3652,34.098,41.0
-118.3652,34.1183,1.0
-118.3652,34.1493,8.0
-118.3652,34.1548,11.0
-118.3652,34.2214,6.0
-118.3652,34.2305,1.0
-118.3652,34.2792,2.0
-118.3651,34.0162,1.0
-118.3651,34.0184,1.0
-118.3651,34.026,4.0
-118.3651,34.0414,1.0
-118.3651,34.045,1.0
-118.3651,34.0451,2.0
-118.3651,34.0554,1.0
-118.3651,34.0645,10.0
-118.3651,34.098,36.0
-118.3651,34.2323,1.0
-118.3651,34.2344,1.0
-118.3651,34.2347,1.0
-118.365,34.0184,1.0
-118.365,34.0384,2.0
-118.365,34.0417,2.0
-118.365,34.0493,8.0
-118.365,34.0558,12.0
-118.365,34.0653,10.0
-118.365,34.1116,1.0
-118.365,34.1481,4.0
-118.365,34.1829,52.0
-118.365,34.2203,1.0
-118.365,34.2461,2.0
-118.365,34.2478,6.0
-118.365,34.2486,2.0
-118.365,34.25,1.0
-118.365,34.2529,1.0
-118.3649,34.0199,1.0
-118.3649,34.0432,1.0
-118.3649,34.0532,3.0
-118.3649,34.0558,1.0
-118.3649,34.0583,2.0
-118.3649,34.1033,1.0
-118.3649,34.1418,2.0
-118.3649,34.1431,1.0
-118.3649,34.1496,5.0
-118.3649,34.1721,17.0
-118.3649,34.1758,6.0
-118.3649,34.1794,5.0
-118.3649,34.1813,7.0
-118.3649,34.1831,3.0
-118.3649,34.1849,2.0
-118.3649,34.1867,5.0
-118.3649,34.1885,10.0
-118.3649,34.1903,3.0
-118.3649,34.1924,2.0
-118.3649,34.194,2.0
-118.3649,34.2048,3.0
-118.3649,34.2137,1.0
-118.3648,34.0257,1.0
-118.3648,34.0325,1.0
-118.3648,34.042,1.0
-118.3648,34.0425,1.0
-118.3648,34.0427,3.0
-118.3648,34.0661,6.0
-118.3648,34.0743,7.0
-118.3648,34.0761,7.0
-118.3648,34.0782,9.0
-118.3648,34.0816,4.0
-118.3648,34.0838,18.0
-118.3648,34.0855,2.0
-118.3648,34.0872,6.0
-118.3648,34.0888,11.0
-118.3648,34.098,2.0
-118.3648,34.1133,1.0
-118.3648,34.154,2.0
-118.3648,34.1557,6.0
-118.3648,34.1567,3.0
-118.3648,34.1577,7.0
-118.3648,34.1583,4.0
-118.3648,34.1589,1.0
-118.3648,34.1613,5.0
-118.3648,34.1631,9.0
-118.3648,34.1649,1.0
-118.3648,34.1722,3.0
-118.3648,34.1776,1.0
-118.3648,34.2066,2.0
-118.3648,34.2162,2.0
-118.3647,34.0329,1.0
-118.3647,34.0669,9.0
-118.3647,34.067,1.0
-118.3647,34.072,1.0
-118.3647,34.1181,3.0
-118.3647,34.2191,1.0
-118.3646,34.047,5.0
-118.3646,34.0506,2.0
-118.3646,34.0678,1.0
-118.3646,34.1106,5.0
-118.3646,34.1149,1.0
-118.3646,34.123,3.0
-118.3646,34.1327,9.0
-118.3646,34.1329,1.0
-118.3646,34.1687,7.0
-118.3646,34.17,6.0
-118.3645,34.0136,3.0
-118.3645,34.0337,2.0
-118.3645,34.0511,6.0
-118.3645,34.0678,7.0
-118.3645,34.098,3.0
-118.3645,34.1329,9.0
-118.3645,34.1481,4.0
-118.3645,34.2175,2.0
-118.3644,34.017,1.0
-118.3644,34.0279,11.0
-118.3644,34.0312,3.0
-118.3644,34.0371,1.0
-118.3644,34.0401,2.0
-118.3644,34.0402,1.0
-118.3644,34.0543,3.0
-118.3644,34.0544,1.0
-118.3644,34.0582,2.0
-118.3644,34.0686,6.0
-118.3644,34.098,4.0
-118.3644,34.1481,4.0
-118.3644,34.2157,3.0
-118.3644,34.2231,2.0
-118.3644,34.2249,7.0
-118.3644,34.2265,1.0
-118.3643,34.0233,1.0
-118.3643,34.0373,1.0
-118.3643,34.0445,1.0
-118.3643,34.0515,3.0
-118.3643,34.0694,2.0
-118.3643,34.0761,8.0
-118.3643,34.098,29.0
-118.3643,34.0999,21.0
-118.3643,34.1013,3.0
-118.3643,34.1014,1.0
-118.3643,34.1279,1.0
-118.3643,34.1425,51.0
-118.3643,34.1649,16.0
-118.3643,34.1667,14.0
-118.3643,34.1721,1.0
-118.3643,34.1758,57.0
-118.3643,34.2164,7.0
-118.3643,34.2277,8.0
-118.3642,33.9821,1.0
-118.3642,34.0345,4.0
-118.3642,34.0449,9.0
-118.3642,34.0702,8.0
-118.3642,34.1026,2.0
-118.3642,34.1522,19.0
-118.3642,34.202,2.0
-118.3641,33.9819,3.0
-118.3641,34.0183,2.0
-118.3641,34.0287,8.0
-118.3641,34.1216,1.0
-118.3641,34.1225,1.0
-118.3641,34.1379,11.0
-118.3641,34.1783,1.0
-118.3641,34.2274,5.0
-118.3641,34.2275,13.0
-118.364,34.0151,1.0
-118.364,34.0256,1.0
-118.364,34.0469,9.0
-118.364,34.0491,10.0
-118.364,34.0578,13.0
-118.364,34.071,6.0
-118.364,34.1217,2.0
-118.364,34.1269,1.0
-118.364,34.1379,2.0
-118.364,34.1504,3.0
-118.364,34.1783,1.0
-118.364,34.2139,2.0
-118.364,34.2323,6.0
-118.3639,34.0294,3.0
-118.3639,34.0325,3.0
-118.3639,34.0334,34.0
-118.3639,34.0373,2.0
-118.3639,34.0417,3.0
-118.3639,34.0555,2.0
-118.3639,34.0582,21.0
-118.3639,34.1266,1.0
-118.3639,34.203,3.0
-118.3639,34.2225,1.0
-118.3639,34.2341,1.0
-118.3639,34.2745,1.0
-118.3639,34.279,6.0
-118.3638,34.0356,9.0
-118.3638,34.0389,2.0
-118.3638,34.0529,7.0
-118.3638,34.0582,4.0
-118.3638,34.0801,2.0
-118.3638,34.0838,1.0
-118.3638,34.0855,19.0
-118.3638,34.0872,1.0
-118.3638,34.0888,5.0
-118.3638,34.1413,3.0
-118.3638,34.1721,6.0
-118.3638,34.174,4.0
-118.3638,34.1758,2.0
-118.3638,34.1794,3.0
-118.3638,34.1812,1.0
-118.3638,34.1831,8.0
-118.3638,34.1867,5.0
-118.3638,34.203,2.0
-118.3638,34.2048,6.0
-118.3638,34.2066,4.0
-118.3638,34.2121,1.0
-118.3638,34.2286,2.0
-118.3637,34.0258,1.0
-118.3637,34.0266,3.0
-118.3637,34.053,1.0
-118.3637,34.0586,2.0
-118.3637,34.0612,4.0
-118.3637,34.0718,24.0
-118.3637,34.0719,4.0
-118.3637,34.0723,1.0
-118.3637,34.0743,13.0
-118.3637,34.0761,17.0
-118.3637,34.0782,6.0
-118.3637,34.0816,6.0
-118.3637,34.0838,15.0
-118.3637,34.1504,5.0
-118.3637,34.1523,3.0
-118.3637,34.1544,1.0
-118.3637,34.1545,3.0
-118.3637,34.1548,8.0
-118.3637,34.1561,1.0
-118.3637,34.1567,10.0
-118.3637,34.1577,5.0
-118.3637,34.1586,1.0
-118.3637,34.1595,3.0
-118.3637,34.1613,5.0
-118.3637,34.1631,2.0
-118.3637,34.1636,1.0
-118.3637,34.1649,4.0
-118.3637,34.1722,3.0
-118.3637,34.1794,3.0
-118.3637,34.1867,1.0
-118.3637,34.1885,2.0
-118.3637,34.1903,12.0
-118.3637,34.1922,25.0
-118.3637,34.194,5.0
-118.3637,34.2121,2.0
-118.3636,34.0233,2.0
-118.3636,34.0258,1.0
-118.3636,34.0301,13.0
-118.3636,34.0468,2.0
-118.3636,34.0469,1.0
-118.3636,34.0504,2.0
-118.3636,34.0509,1.0
-118.3636,34.0586,2.0
-118.3636,34.0587,1.0
-118.3636,34.0622,3.0
-118.3636,34.1081,6.0
-118.3636,34.126,1.0
-118.3636,34.1375,6.0
-118.3636,34.1467,3.0
-118.3636,34.1488,6.0
-118.3636,34.1496,6.0
-118.3636,34.1504,4.0
-118.3636,34.1687,1.0
-118.3636,34.17,5.0
-118.3636,34.2112,3.0
-118.3636,34.2113,1.0
-118.3635,33.9825,1.0
-118.3635,34.0397,1.0
-118.3635,34.0509,2.0
-118.3635,34.0622,1.0
-118.3635,34.0632,8.0
-118.3635,34.1019,2.0
-118.3635,34.1499,21.0
-118.3635,34.2103,2.0
-118.3635,34.2104,2.0
-118.3635,34.2214,4.0
-118.3635,34.2359,3.0
-118.3635,34.2745,1.0
-118.3634,34.0366,2.0
-118.3634,34.0591,5.0
-118.3634,34.0632,4.0
-118.3634,34.0643,7.0
-118.3634,34.0651,4.0
-118.3634,34.1026,5.0
-118.3634,34.177,1.0
-118.3634,34.2094,16.0
-118.3634,34.2323,1.0
-118.3633,34.0376,6.0
-118.3633,34.0447,1.0
-118.3633,34.0509,1.0
-118.3633,34.054,5.0
-118.3633,34.0541,3.0
-118.3633,34.0659,3.0
-118.3633,34.113,1.0
-118.3633,34.1353,4.0
-118.3633,34.1372,27.0
-118.3633,34.194,2.0
-118.3633,34.2012,6.0
-118.3633,34.2139,2.0
-118.3632,34.0309,8.0
-118.3632,34.031,1.0
-118.3632,34.0515,2.0
-118.3632,34.0651,1.0
-118.3632,34.0667,3.0
-118.3632,34.1135,3.0
-118.3632,34.1337,2.0
-118.3632,34.1522,2.0
-118.3632,34.1649,9.0
-118.3632,34.1667,12.0
-118.3632,34.2084,5.0
-118.3632,34.2139,1.0
-118.3632,34.2265,8.0
-118.3631,34.0344,2.0
-118.3631,34.0346,1.0
-118.3631,34.0377,1.0
-118.3631,34.0406,2.0
-118.3631,34.0659,2.0
-118.3631,34.0676,3.0
-118.3631,34.1337,13.0
-118.3631,34.1354,3.0
-118.3631,34.1459,8.0
-118.3631,34.1504,7.0
-118.3631,34.1774,3.0
-118.3631,34.2268,16.0
-118.3631,34.2775,1.0
-118.363,34.0377,1.0
-118.363,34.0409,2.0
-118.363,34.0432,1.0
-118.363,34.0489,2.0
-118.363,34.0575,6.0
-118.363,34.1353,10.0
-118.363,34.1467,9.0
-118.363,34.2069,2.0
-118.363,34.2113,3.0
-118.363,34.2262,3.0
-118.3629,34.0387,3.0
-118.3629,34.058,1.0
-118.3629,34.0601,15.0
-118.3629,34.098,23.0
-118.3629,34.0999,6.0
-118.3629,34.1156,1.0
-118.3629,34.2223,4.0
-118.3629,34.2231,1.0
-118.3629,34.2262,1.0
-118.3628,34.0225,1.0
-118.3628,34.0321,1.0
-118.3628,34.0325,1.0
-118.3628,34.0354,2.0
-118.3628,34.0446,1.0
-118.3628,34.0552,5.0
-118.3628,34.0578,3.0
-118.3628,34.0981,1.0
-118.3628,34.1058,4.0
-118.3628,34.1378,1.0
-118.3628,34.1417,1.0
-118.3627,34.0144,1.0
-118.3627,34.0434,1.0
-118.3627,34.0579,1.0
-118.3627,34.058,7.0
-118.3627,34.0782,15.0
-118.3627,34.0802,21.0
-118.3627,34.0816,16.0
-118.3627,34.0817,3.0
-118.3627,34.0838,28.0
-118.3627,34.0855,13.0
-118.3627,34.1381,3.0
-118.3627,34.1441,2.0
-118.3627,34.1504,6.0
-118.3627,34.1537,2.0
-118.3627,34.1613,2.0
-118.3627,34.1631,2.0
-118.3627,34.1687,3.0
-118.3627,34.17,1.0
-118.3627,34.174,17.0
-118.3627,34.1759,1.0
-118.3627,34.1794,5.0
-118.3627,34.1807,2.0
-118.3627,34.1831,2.0
-118.3627,34.1847,3.0
-118.3627,34.1858,1.0
-118.3626,34.0325,6.0
-118.3626,34.0393,2.0
-118.3626,34.0466,1.0
-118.3626,34.0527,7.0
-118.3626,34.0586,1.0
-118.3626,34.0721,8.0
-118.3626,34.0743,24.0
-118.3626,34.0761,30.0
-118.3626,34.1382,1.0
-118.3626,34.1451,3.0
-118.3626,34.1545,2.0
-118.3626,34.1548,2.0
-118.3626,34.1556,1.0
-118.3626,34.1577,6.0
-118.3626,34.1595,6.0
-118.3626,34.1687,2.0
-118.3626,34.1831,2.0
-118.3625,34.0168,1.0
-118.3625,34.0233,1.0
-118.3625,34.0266,1.0
-118.3625,34.0325,1.0
-118.3625,34.0396,1.0
-118.3625,34.0435,2.0
-118.3625,34.044,1.0
-118.3625,34.0507,13.0
-118.3625,34.0608,1.0
-118.3625,34.1032,2.0
-118.3625,34.1392,1.0
-118.3625,34.253,1.0
-118.3624,33.9826,1.0
-118.3624,34.0137,1.0
-118.3624,34.0199,1.0
-118.3624,34.0254,1.0
-118.3624,34.0332,1.0
-118.3624,34.0364,5.0
-118.3624,34.061,3.0
-118.3624,34.1447,1.0
-118.3623,33.9821,2.0
-118.3623,34.0282,12.0
-118.3623,34.029,6.0
-118.3623,34.0336,1.0
-118.3623,34.0445,4.0
-118.3623,34.0717,9.0
-118.3623,34.098,15.0
-118.3623,34.1162,2.0
-118.3622,34.0174,1.0
-118.3622,34.0273,23.0
-118.3622,34.0435,2.0
-118.3622,34.0506,1.0
-118.3622,34.0537,2.0
-118.3622,34.0538,3.0
-118.3622,34.0575,2.0
-118.3622,34.0594,2.0
-118.3622,34.1022,3.0
-118.3622,34.139,4.0
-118.3621,34.0182,1.0
-118.3621,34.0343,1.0
-118.3621,34.0374,4.0
-118.3621,34.0406,1.0
-118.3621,34.0434,3.0
-118.3621,34.0569,1.0
-118.3621,34.0574,1.0
-118.3621,34.0596,2.0
-118.3621,34.0838,19.0
-118.3621,34.0872,2.0
-118.3621,34.1013,6.0
-118.3621,34.1034,4.0
-118.3621,34.104,1.0
-118.3621,34.1391,1.0
-118.3621,34.1441,13.0
-118.3621,34.1595,1.0
-118.3621,34.1649,20.0
-118.3621,34.2013,1.0
-118.362,34.0297,4.0
-118.362,34.0343,5.0
-118.362,34.0409,1.0
-118.362,34.0743,1.0
-118.362,34.125,1.0
-118.362,34.1393,86.0
-118.362,34.1479,2.0
-118.362,34.1631,1.0
-118.362,34.2461,1.0
-118.362,34.2771,2.0
-118.3619,34.0412,2.0
-118.3619,34.0537,19.0
-118.3619,34.0573,6.0
-118.3619,34.0574,1.0
-118.3619,34.061,15.0
-118.3619,34.062,4.0
-118.3619,34.063,2.0
-118.3619,34.2069,1.0
-118.3619,34.2148,3.0
-118.3618,34.0351,5.0
-118.3618,34.0548,1.0
-118.3618,34.0579,2.0
-118.3618,34.0601,4.0
-118.3618,34.1184,3.0
-118.3618,34.1577,2.0
-118.3618,34.2105,1.0
-118.3618,34.2142,3.0
-118.3618,34.2148,1.0
-118.3618,34.2165,2.0
-118.3618,34.2174,4.0
-118.3618,34.2184,1.0
-118.3618,34.219,2.0
-118.3618,34.2214,2.0
-118.3618,34.224,4.0
-118.3618,34.225,3.0
-118.3618,34.2286,2.0
-118.3618,34.234,2.0
-118.3618,34.25,1.0
-118.3617,34.0321,1.0
-118.3617,34.0384,2.0
-118.3617,34.0443,1.0
-118.3617,34.0464,3.0
-118.3617,34.1269,2.0
-118.3617,34.2222,2.0
-118.3617,34.2249,1.0
-118.3617,34.2358,4.0
-118.3617,34.2359,1.0
-118.3616,34.0148,4.0
-118.3616,34.023,4.0
-118.3616,34.0325,1.0
-118.3616,34.0465,1.0
-118.3616,34.0582,1.0
-118.3616,34.0761,16.0
-118.3616,34.0945,1.0
-118.3616,34.0999,6.0
-118.3616,34.1013,7.0
-118.3616,34.1014,1.0
-118.3616,34.1023,1.0
-118.3616,34.1312,1.0
-118.3616,34.17,16.0
-118.3616,34.1721,26.0
-118.3616,34.174,16.0
-118.3616,34.1761,12.0
-118.3616,34.1778,2.0
-118.3616,34.1794,8.0
-118.3616,34.1811,1.0
-118.3616,34.1817,7.0
-118.3616,34.1831,6.0
-118.3616,34.1851,2.0
-118.3616,34.1856,1.0
-118.3616,34.186,11.0
-118.3616,34.1862,2.0
-118.3616,34.214,2.0
-118.3616,34.2617,3.0
-118.3615,34.0157,3.0
-118.3615,34.0238,1.0
-118.3615,34.0304,7.0
-118.3615,34.0305,1.0
-118.3615,34.0325,2.0
-118.3615,34.0525,2.0
-118.3615,34.0761,14.0
-118.3615,34.0782,25.0
-118.3615,34.0801,5.0
-118.3615,34.0802,9.0
-118.3615,34.0816,9.0
-118.3615,34.0817,4.0
-118.3615,34.0838,11.0
-118.3615,34.0855,20.0
-118.3615,34.0872,2.0
-118.3615,34.0945,13.0
-118.3615,34.0963,12.0
-118.3615,34.098,1.0
-118.3615,34.0981,48.0
-118.3615,34.1036,2.0
-118.3615,34.142,13.0
-118.3615,34.1439,6.0
-118.3615,34.146,1.0
-118.3615,34.1468,8.0
-118.3615,34.1479,10.0
-118.3615,34.1488,15.0
-118.3615,34.1489,1.0
-118.3615,34.1496,5.0
-118.3615,34.1504,13.0
-118.3615,34.1511,5.0
-118.3615,34.1512,1.0
-118.3615,34.1522,24.0
-118.3615,34.154,7.0
-118.3615,34.1558,1.0
-118.3615,34.1559,1.0
-118.3615,34.1577,2.0
-118.3615,34.1595,1.0
-118.3615,34.1613,4.0
-118.3615,34.1631,4.0
-118.3615,34.1649,19.0
-118.3615,34.1669,10.0
-118.3615,34.1687,6.0
-118.3615,34.17,3.0
-118.3615,34.1722,2.0
-118.3615,34.174,1.0
-118.3615,34.1778,1.0
-118.3615,34.1794,2.0
-118.3615,34.1811,2.0
-118.3615,34.1831,3.0
-118.3615,34.194,6.0
-118.3615,34.2745,1.0
-118.3614,34.0362,11.0
-118.3614,34.0609,9.0
-118.3614,34.063,24.0
-118.3614,34.0632,1.0
-118.3614,34.0635,1.0
-118.3614,34.064,18.0
-118.3614,34.0641,1.0
-118.3614,34.0649,11.0
-118.3614,34.0657,6.0
-118.3614,34.0666,2.0
-118.3614,34.0667,4.0
-118.3614,34.0674,5.0
-118.3614,34.0682,2.0
-118.3614,34.069,6.0
-118.3614,34.0696,3.0
-118.3614,34.0699,9.0
-118.3614,34.0707,6.0
-118.3614,34.0708,4.0
-118.3614,34.0711,1.0
-118.3614,34.0716,29.0
-118.3614,34.0719,27.0
-118.3614,34.0725,1.0
-118.3614,34.0742,3.0
-118.3614,34.0743,4.0
-118.3614,34.0761,7.0
-118.3614,34.0782,1.0
-118.3614,34.0802,1.0
-118.3614,34.0838,19.0
-118.3614,34.0855,4.0
-118.3614,34.0872,1.0
-118.3614,34.1225,1.0
-118.3614,34.1437,4.0
-118.3614,34.1867,2.0
-118.3614,34.2105,1.0
-118.3614,34.2174,1.0
-118.3614,34.2756,3.0
-118.3613,34.0325,9.0
-118.3613,34.0398,1.0
-118.3613,34.1154,1.0
-118.3613,34.1406,1.0
-118.3613,34.194,3.0
-118.3613,34.2262,4.0
-118.3613,34.2279,2.0
-118.3612,33.9821,1.0
-118.3612,34.018,2.0
-118.3612,34.0256,1.0
-118.3612,34.0333,2.0
-118.3612,34.0503,2.0
-118.3612,34.135,11.0
-118.3612,34.1387,14.0
-118.3611,33.9819,1.0
-118.3611,34.027,2.0
-118.3611,34.0569,1.0
-118.3611,34.0571,1.0
-118.3611,34.1142,2.0
-118.3611,34.1163,1.0
-118.3611,34.135,65.0
-118.3611,34.2466,6.0
-118.3611,34.2756,1.0
-118.361,34.0311,1.0
-118.361,34.0373,6.0
-118.361,34.0462,7.0
-118.361,34.0567,1.0
-118.361,34.0619,2.0
-118.361,34.1281,1.0
-118.361,34.1413,17.0
-118.361,34.1419,5.0
-118.361,34.1779,5.0
-118.361,34.194,1.0
-118.3609,34.0106,1.0
-118.3609,34.0342,3.0
-118.3609,34.0412,1.0
-118.3609,34.0439,1.0
-118.3609,34.0485,2.0
-118.3609,34.0577,4.0
-118.3609,34.1164,2.0
-118.3609,34.1489,1.0
-118.3609,34.1496,3.0
-118.3608,34.0199,52.0
-118.3608,34.0215,5.0
-118.3608,34.0219,2.0
-118.3608,34.0413,2.0
-118.3608,34.0501,1.0
-118.3608,34.0543,1.0
-118.3608,34.0599,1.0
-118.3608,34.1042,1.0
-118.3608,34.214,1.0
-118.3608,34.2257,1.0
-118.3608,34.2286,4.0
-118.3607,34.0321,2.0
-118.3607,34.038,3.0
-118.3607,34.0544,1.0
-118.3607,34.1109,4.0
